Country,ISO,Domain,Theme,Yes? (Metrics),Metrics,Total number of metrics,Priorities
Belgium,BEL,Demand,"Prevalence of drug use by mode of administration (smoking, insufflation (snorting), oral, suppositories, injection)",Yes,"Proportion of the mode of consumption classified by type of drug and by region {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.110} ~ Distribution of mode of consumption classified by type of drug and by type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.112} ~ Distribution of mode of consumption classified by type of drug and by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.113} ~ Distribution of mode of consumption classified by type of drug and by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.114} ~ Distribution of mode of consumption classified by type of drug and by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.115} ~ The proportion of patients having already injected drugs classified by year of registration in treatment programs participating on a regular basis between 2012 and 2015 {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.126} ~ The proportion of patients having already injected drugs classified by geographical area and type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.128} ~ The proportion of patients having already injected drugs classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.129} ~ The proportion of patients having already injected drugs classified by year of registration in treatment programs participating on a regular basis between 2012 and 2015 {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.129} ~ The proportion of patients having already injected drugs classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.129} ~ The proportion of patients having already injected drugs classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.130} ~ The proportion of patients having already injected drugs classified by main substance of use {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.130} ~ The proportion of patients having already injected drugs classified by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.130} ~ All other: prevalence data of daily substance use, polydrug use (patterns) and injecting drug use (route of administration) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.55}~ National prevalence estimation of injecting drug use {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.57} ~ the prevalence of ever-IDU (per 1000 inhabitants, aged 15-64 years) {p.57} ~ total number of ever-IDUs in Belgium {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.57} ~ Estimated number and prevalence of ever-injecting drug use (15-64 years) between 2002 and 2012 (see table 4.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.58} ~ Prevalence (%) of injecting drug use and polydrug use within nightlife settings in the French Community between 2006 and 2013 (see table 4.2) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p. 60} ~ Proportion of participants reported to be initiated into IDU before the age of 21 years {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.61} ~ Proportion of participants being even younger than 15 years when injecting the first time {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.61} ~ Snowball operations: Number of respondents reporting to be lifetime IDU {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.62} ~ Proportion of lifetime IDUs reporting to be current IDUs {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.62} ~ lifetime injecting drug use and polydrug use among people recruited at the street in the French Community {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.62} ~",24,No
Belgium,BEL,Demand,Presence of prevention programming in law enforcement,No,No,0,No
Belgium,BEL,Demand,Presence of prevention programming in the media,No,No,0,No
Belgium,BEL,Demand,Presence of prevention programming in schools,No,No,0,"The federal government will ask the Communities to structurally integrate prevention in the training of teachers, and to free up the necessary space in the curricula (For example, through the ""Key to Life"" curriculum) ({Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.46} ~ The federal government will ask communities to integrate the initiation of prevention structurally, into the training of teachers and to liberate the necessary space in the school curricula {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.47} ~"
Belgium,BEL,Demand,Presence of prevention programming in the work place,No,No,0,No
Belgium,BEL,Demand,Presence of prevention programming for youth,No,No,0,"Train adults in preventive actions (professionals and non-professionals) with young people in different walks of life {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.67} ~"
Belgium,BEL,Demand,"Presence of prevention programming (youth, schools, festivities, media, law enforccement, work place)",No,No,0,"Prevention for non-consumers and non-problematic consumers {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.7} ~ The Federal Government asks the communities to continue their prevention efforts and recognizes their autonomous competence in this field {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.42} ~ A prevention campaign will also be launched to draw the attention of the public to the dangers of benzodiazepines (including the circulation) {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.43} ~ The federal government will ask the Communities to structurally integrate prevention in the training of teachers, and to free up the necessary space in the curricula (For example, through the ""Key to Life"" curriculum) {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.46} ~ Prevention initiatives should also be supported and evaluated in a scientific manner in accordance with the guidelines and evaluation criteria of the European Monitoring Center for Drugs and Drug Addiction in Lisbon {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.47} ~ Prevention must, moreover, concern all drugs, legal and illegal {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.47} ~ Secondary and tertiary prevention will also receive the necessary attention; these two steps are oriented towards the rapid detection of problems in consumers, and towards the limitation of damage to regular consumers. {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.47} ~ Justice intends to further engage in a comprehensive and integrated drug policy focusing on effective deterrence through prevention, support and punishment. Particular attention should be given to improving communication to the public. In this context, it seems desirable to abandon the notion of a ""policy of tolerance"", which has often been misinterpreted, and to speak of a policy of consequent dissuasion {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.72} ~ Prevention aims to deter, reduce the use of drugs, both legal and illegal, and reduce the number of new addicts. In order to achieve this objective, a wide range of measures should be implemented, aimed at preventing people (general health promotion and health education, stimulating social skills and learning about risk management) and on structural prevention against precariousness, social policy) {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.7} ~ Prevention activities may include: information, awareness-raising and education of the population, as well as those involved in health, psychosocial, school and socio-cultural networks in the field of addiction and prevention of harm to drug users {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.54} ~ Train adults in preventive actions (professionals and non-professionals) with young people in different walks of life {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.67} ~ The federal government will ask communities to integrate the initiation of prevention structurally, into the training of teachers and to liberate the necessary space in the school curricula {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.47} ~"
Belgium,BEL,Demand,Proportion enrolled in voluntary treatment ,Yes,"Reason for seeking treatment (voluntary, judicial, family referral) classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.81} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by geographical area and type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.82} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.84} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.84} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by main substance of use {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Proportion of reason for orientation – individual, red cross, through a friend or through a peer {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.49} ~",8,No
Belgium,BEL,Demand,Proportion enrolled in coerced treatment,Yes,"Reason for seeking treatment (voluntary, judicial, family referral) classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.81} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by geographical area and type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.82} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.84} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.84} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by main substance of use {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Proportion of reason for orientation – individual, red cross, through a friend or through a peer {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.49} ~",8,No
Belgium,BEL,Demand,Proportion enrolled in compulsory treatment (diversion from the justice system),Yes,"Reason for seeking treatment (voluntary, judicial, family referral) classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.81} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by geographical area and type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.82} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.84} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.84} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by main substance of use {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ Reason for seeking treatment (voluntary, judicial, family referral) classified by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.85} ~ ",7,No
Belgium,BEL,Demand,Prevalence of drug use by type,Yes,"monitoring the problematic and intensive use of heroin, cocaine, amphetamines and cannabis by different groups such as detainees, female workers, youth and the festive environment {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.75} ~ Number and proportion of treatment episodes reporting specific substances or categories of substances {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.92} ~ Number of reported substances by patients classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.93} ~ Number of reported substances by patients classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.94} ~ Number of reported substances by patients classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.95} ~ Number of reported substances by patients classified by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.96} ~ Number of reported substances by patients classified by main substance of use {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.96} ~ Evolution of the proportion of main substances reported per year of registration in treatment programs participating on a regular basis between 2012 and 2015 {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.98} ~ Distribution of the main substance of use classified by geographical area and type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.99} ~ Distribution of the main substance of use classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.103} ~ Distribution of the main substance of use classified by year of registration in programs participating on a regular basis between 2012 and 2015 {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.104} ~ Distribution of the main substance of use classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.104} ~ Distribution of the main substance of use classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.105} ~ Distribution of the main substance of use classified by treatment history {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.105} ~ The lifetime, last year and last month of cannabis use. The frequency of last month cannabis use; the age of first time cannabis use and the last year use of cocaine, amphetamines, ecstasy, LSD, heroin, methadone and buprenorphine use {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.19} ~ Proportion of frequently declared substances {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.49} ~  Flemish Community: prevalence of injected drug of choice, classified by substance - opiates, cocaine, and amphetamines {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.61} ~ French community: prevalence of injected drug of choice - heroin cocaine, and methadone {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.62} ~ prevalence of methadone injection {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.63} ~ Proportion of “current” drug users, reporting current use of more than two products and reported the current use of three products or more. {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.62} ~ Proportion of Illicit substances mentioned during telephone enquiries received by the Belgian National Poison Centre in 2013 (see table 6.5) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.88} ~",21,No
Belgium,BEL,Demand,Level of coverage of inpatient treatment,Yes,"Network of inpatient treatment facilities (total number of units) (see table 5.3) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.69} ~ Total inpatient treatment provision for illicit drug treatment demand (number of clients) in 2013 (see table 5.4) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.70} ~",2,No
Belgium,BEL,Demand,Coverage of non MAT treatment or unspecified treatment,Yes,"Number and proportion of treatment episodes (the amount times someone went for treatment), classified by geographical area {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.27} ~ Proportion of patients entering treatment for the first time classified by type of program {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.73} ~ Proportion of patients entering treatment for the first time classified by geographical area and type of centre {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.74} ~ Proportion of patients entering treatment for the first time classified by program type {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.75} ~ Proportion of patients entering treatment for the first time classified by year of registration in treatment programs participating on a regular basis between 2012 and 2015 {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.75} ~ Proportion of patients entering treatment for the first time classified by sex {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.75} ~ Proportion of patients entering treatment for the first time classified by age {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.76} ~ Proportion of patients entering treatment for the first time classified by main substance of use {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.76} ~ Recorded treatment: This indicator gives the total number of new treatments reported by the different participating programs. It will also make it possible to relativize the importance of the different categories that will be used in the subsequent analysis, namely geographical area, type of treatment program, year of registration, sex, age category, Substance or processing history. {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.26} ~ Number of treatment episodes per year of registration {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.27} ~ Number and proportion of treatment episodes by treatment program {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.28} ~ Number of treatment episodes per year of registration {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.28} ~ Number and proportion of treatment episodes by treatment history by 2015 {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.29} ~ Multiple episodes: The purpose of this indicator is to summarize the total number of episodes of multiple treatments observed per patient. {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.136} ~ Number of patients per maximum number of treatment episodes observed in the 2011 to 2015 database {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.136} ~ Proportion of patients with multiple episodes between 2011 and 2015 treated in different treatment programs {L’enregistrement TDI en Belgique Rapport annuel, 2015, p.140} ~ DrugLijn and Infor-Drogues: Number (N) and prevalence (%) of calls by gender and substance in 2013, DrugLijn and Infor-drogues. Figures include telephone calls & enquiries by e-mail. Percentages for 'involved substances' are calculated on total number of persons that mention at least 1 drug (5,486 persons) (see table, 3.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.40} ~ Proportion of groups who call the helplines: users, relatives, and professionals (Professionals include health care professionals, the educational sector, professionals of the justice sector, journalists and public authorities). {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.41} ~ Number of self-assessment tests and knowledge tests filled out on the website. Number of people registered for the online self-help programmes for cannabis and cocaine. The number of website visitors, and the total number of page views {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.51} ~ Peer support in recreational settings – Mobile Team: Proportion of ppl who have consumed at least one psychotropic substance {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.49} ~ Proportion of women and men who use these services {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.49} ~ The centres for alcohol and drug problems (CAD) and Drug aid Kempen (Drughulp Kempen): total number of visitors on their website, and total number of persons registering for treatment {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.52} ~ Characteristics of patients entering treatment in 2013 by type of primary drug: % women, % mean age, % ever injected, % daily users, % use of only one substance, % first time in treatment, Mean age at time of first use (see table 5.5) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.71} ~ Trends in numbers of clients entering treatment for the first time, by primary drug in the centres with a convention with the National Institute for Health and Disability Insurance between 2011 and 2013 (see figure 5.2) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.75} ~ Trends in number of all clients entering treatment, by primary drug in the centres with a convention with the National Institute for Health and Disability Insurance between 2011 and 2013 (see figure 5.3) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p. 75} ~ Demographic characteristics and patterns of use of persons admitted to Crisis Intervention Center’s in 2013 by substance: Total number of admissions into the crisis intervention center, Number of admissions related to the use of illicit drugs, Average length of stay (see table 7.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.95} ~ Number of patients followed by the service “Parenthood” (proportion divided: women, men and children) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.46} ~ Proportion of people who returned to the ""Parenthood"" services voluntarily {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.46} ~ Non-profit association NADJA (prevention service): proportion of symptoms mentioned in the calls, absenteeism and unhooking, degradation of the relation with the parents, isolation, withdrawal and small criminal behaviour (fights, dealing, harassment, verbal threats, and violence are mentioned by parents as a motivation for a request. {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.46} ~ Number of families being followed by parenthood addiction team {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.46} ~ Network of outpatient treatment facilities (total number of units) (see table 5.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.68} ~ Total outpatient treatment provision for illicit drug treatment demand (number of clients) in 2013 (see table 5.2) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.68} ~ Proportion currently in treatment, proportion reported never to have been in treatment. {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.61} ~",33,"Assistance to problematic consumers must be developed and diversified in the sense of allowing treatment, care, and accompaniment {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.70} ~ Stimulate the early approach (i.e., quit smoking, early detection). Provide assistance (early intervention, treatment, relapse prevention). Ensure a healthy living environment. {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.42} ~ In terms of content, the following forms of assistance are foreseen to be put in place: Outpatient treatment in residential settings: drug-free treatment, withdrawal treatment, substitution treatment, risk reduction, reinstatement and aftercare. {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.70} ~"
Belgium,BEL,Demand,Other/too general goals/metrics,Yes,"Telephone inquiries related to drug intoxications {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.87} ~ Substances detected in blood samples after a positive oral fluid screening test between 2011 and 2013 (see table 9.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.122} ~",2,"The Minister of Public Health will review the registration of benzodiazepines and Amphetamines. [...] warnings will be added on the packaging and in the leaflets for benzodiazepines {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.42} ~ The prescribing behaviors of doctors related to potentially addictive substances will be accompanied and monitored by the Medical Assessment Groups (GLEM) and the Provincial Medical Commissions, on a preventive and repressive basis {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.43} ~ Federal Government will take Action to Reduce the Influence of the Pharmaceutical Industry on the prescribing behavior of doctors and will take concrete initiatives to limit the publicity for medicinal products to scientific and objective information {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.43} ~ In addition to epidemiological studies, the sector also calls for a uniform, permanent and scientific evaluation of treatment and prevention {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.41} ~  "
Belgium,BEL,Supply,Size and value of illegal drug market,Yes,"Drug/doping related cases entering the prosecution system of first line court between 2006-2013 {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.127} ~",1,"Federal programs on organized crime and white-collar crime are of particular importance in the fight against organized drug trafficking. The following is a summary of the programs being undertaken: (28) (scientific research on organized crime), 29 (international cooperation), 31 (special research technique), 32 (Listening and recording of communications and private telecommunications), 33 (seizure of criminal heritage), 34 (introduction of a regime of repent, protection of witnesses and anonymous witness), 35 (Judicial police), 39 (permanent consultation forum on financial and economic crime), 40 (deprivation of benefits), 41 (loot-related research) and 42 (international cooperation) {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.57} ~ The fight against improper manufacture, precursor trades, and the production of synthetic drugs will be intensified. In addition, the importation of cocaine and heroin trafficking are disturbing. The possibilities of seizures and confiscations will be optimized via a directive of the Minister of Justice and legislative initiatives ... Any research on drug trafficking of a certain size will be accompanied by a financial analysis at the level of the police services and public prosecutor’s department {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.57} ~ "
Belgium,BEL,Supply,Crop eradication,No,No,0,No
Belgium,BEL,Supply,"Number of arrests, seizures and offences",Yes,"Number of offences {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.118} ~ Proportion of drug-related offences {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.118}~ Proportion of drug law offences (%): Possession, Trade, Import and export, production, other {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.119}~ Number of drug law offences by type of drug: Cannabis, (Meth) amphetamine, Ecstasy, Heroin, Cocaine/Crack, Other {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.120}~ Sentences and suspensions for narcotic drugs, sleeping pills and psychotropic substances between 2006 and 2012: Drug related suspensions, Drug-related sentences {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.129}~ Number of drug seizures by substance (Cannabis (resin, herbal, plants, total), heroin, cocaine, amphetamine, methamphetamine, Ecstasy-type, LSD, GHB, Khat, total) between 2007 and 2013 (see table 10.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.141}~ Total quantities of seized drugs by substance between 2007 and 2013 (see table 10.2) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.143}~ Amounts of precursors seized between 2011 and 2013 (see table 10.3) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.144}~ Number of seized cannabis plantations between 2008 and 2013, by plantation size (see table 10.5) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.147}~",9,No
Belgium,BEL,Supply,Law enforcement activity/interdiction in the market,Yes,"Number and type of synthetic drug labs dismantled by Belgian police services between 2007 and 2013 (see table 10.4) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.145}~",1,"The fight against drug trafficking is the first priority of any criminal policy aimed at restricting drug use and resulting crime {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.57} ~ The law now makes it possible to confiscate money from drugs (and vehicles used for the transport of drugs), and also to confiscate the assets and securities that have replaced them and income from the profits invested. {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.68} ~ a reinforced repressive policy must be developed with regard to drug trafficking and criminal organizations linked to trafficking. {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.9} ~  Penalization is an essential part of prevention policy, it is a signal that authority does not tolerate drug use. {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.72} ~ the Federal Public Prosecutor's Office has drawn up a plan to combat national and international crime related to drug addiction in 2008-2011, focusing on three main areas: the dismantling of synthetic drug laboratories, international trafficking in cocaine and heroin directly linked to producing countries, cannabis {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.28} ~ With regard to the control of the supply of drugs, an enhanced repressive policy needs to be developed. The fight against the production and trafficking of drugs is the top priority of any criminal policy aimed at limiting drug use and drug-related delinquency {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.72} ~ seek to provide the population with a high level of security by combating drug production, cross-border drug trafficking and the diversion of precursors, and by intensifying preventive action against drug-related crime {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.18} ~ "
Belgium,BEL,Supply,"Price, Purity, and Potency",Yes,"Cannabis price at street level (euro) between 2008 and 2013 (see table 10.6) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.149}~ Heroin price at street level (euro) between 2008 and 2013 (see table 10.7) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.150} ~ Cocaine price at street level (euro) between 2008 and 2013 (see table 10.8) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.150}~ Amphetamine price at street level (euro) between 2008 and 2013 (see table 10.9) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.151}~ Ecstasy and LSD price at street level (euro) between 2008 and 2013 (see table 10.10) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.152}~ Mean THC concentration (%) in samples of cannabis (herbal and resin), 2002- 2013 (see figure 10.1) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.154} ~ Mean MDMA content (mg) in ecstasy tablets between 2002 and 2013 (see figure 10.2) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.155} ~ Mean purity (%) of cocaine, heroin and amphetamine between 2002 and 2013 (see figure 10.3) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.156}~ Composition of illicit drug tablets between 2008 and 2013 (see figure 10.4) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.157}~ Description of tablet category ‘miscellaneous’ between 2008 and 2013 (see figure 10.5) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.158}~ Adulterants/cutting agents found in seized drug powders in 2013 (see table 10.11) {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.160}~",11,"The development of an ""early warning system"" for new synthetic drugs has been under way since December 1997. The national focal point, sub-focal points and various laboratories are collaborating to identify new drugs and to establish the profile of their consumption {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.40} ~ An early warning system continuously monitors new and dangerous drugs in collaboration with partners in two communities, the Federal Police and specialized laboratories {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.68} ~ To monitor the composition of new hazardous substances, both at the consumer level and at the level of mass production (Early Warning System) {Une politique globale et intégrée en matière de drogues pour la Belgique, 2010, p.75} ~ "
Belgium,BEL,Supply,Proportion of population engaged with the criminal justice system ,Yes,"Proportion of drug/doping related cases entering the youth prosecution system in 2013 {Belgian National Report on drugs 2014 New Developments and Trends, 2014, p.128)",1,No
Belgium,BEL,Supply,Other/too general goals/metrics,No,No,0,"Protect society and its members confronted with the phenomena of drugs. {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.9} ~ Measures should also be taken to prevent drugs from entering prisons, with due respect for human rights and the maintenance of the socio-emotional ties of prisoners {Note politique du Gouvernement fédéral relative à la problématique de la drogue, 2001, p.68} ~ "
